n00122954	noun.act	the act of shooting at targets
n03814906	noun.artifact	jewelry consisting of a cord or chain (often bearing gems) worn about the neck as an ornament (especially by women)
s00124685	adj.all	growing or remaining under water
v01994128	verb.motion	advance the forward part of with caution
n04523525	noun.artifact	an arched brick or stone ceiling or roof
v01773130	verb.emotion	maintain (a theory, thoughts, or feelings)
v02524897	verb.social	succeed in obtaining a position
n07845087	noun.food	a liquid food for infants
n03458961	noun.artifact	one of several strips across a sail that can be taken in or rolled up to lessen the area of the sail that is exposed to the wind
n05650820	noun.cognition	the mental faculty or power of vocal communication
v01243809	verb.contact	rub with a brush, or as if with a brush
n12039743	noun.plant	enormous cosmopolitan family of perennial terrestrial or epiphytic plants with fleshy tubers or rootstocks and unusual flowers
v01821884	verb.emotion	cause to be bored
n07889510	noun.food	a general name for beer made with a top fermenting yeast; in some of the United States an ale is (by law) a brew of more than 4% alcohol by volume
n13454130	noun.process	the interchange of sections between pairing homologous chromosomes during the prophase of meiosis
n13911660	noun.shape	(bowling) the space between the headpin and the pins behind it on the right or left
n07576182	noun.food	a meal set out on a buffet at which guests help themselves
n09770472	noun.person	someone who manages a government agency or department
s02317598	adj.all	in the shape of a coil
n03385117	noun.artifact	a particular spatial arrangement
v02528985	verb.social	suffer defeat, failure, or ruin
v01437144	verb.contact	throw dice, as in a crap game
v01512625	verb.contact	throw or toss with a light motion
n08510666	noun.location	a surface forming part of the outside of an object
n04011827	noun.artifact	a mechanical device that rotates to push against air or water
n04105068	noun.artifact	a protective covering that covers or forms the top of a building
n05937112	noun.cognition	a representative form or pattern
n08075287	noun.group	the class of people engaged in growing food
n14706889	noun.substance	(biochemistry) purine base found in DNA and RNA; pairs with thymine in DNA and with uracil in RNA
s02332204	adj.all	holding office
s00974159	adj.all	out of fashion
s01618376	adj.all	clearly revealed to the mind or the senses or judgment
v02496036	verb.social	confine in a cage
n08617963	noun.location	the top or extreme point of something (usually a mountain or hill)
n03133538	noun.artifact	tableware (eating and serving dishes) collectively
a01101391	adj.all	applying to all or most members of a category or group
n03654576	noun.artifact	a cloth covering consisting of the part of a pair of trousers that covers a person's leg
n07575726	noun.food	the main meal of the day served in the evening or at midday
a00493460	adj.all	being or characteristic of a single thing or person
n07338114	noun.event	contact by fitting together
n10771066	noun.person	a member of the women's reserve of the United States Navy; originally organized during World War II but now no longer a separate branch
n03140900	noun.artifact	a large fast warship; smaller than a battleship and larger than a destroyer
a02865172	adj.pert	relating to or characteristic of a metropolis
v00252990	verb.change	form or accumulate steadily
n05612809	noun.cognition	information that has become public
v01079873	verb.competition	employ in a game or in a specific position
n09358358	noun.object	the natural satellite of the Earth
n13901211	noun.shape	a bulging cylindrical shape; hollow with flat ends
n01049475	noun.act	activity that tries to conceal something
n09217086	noun.object	a swampy arm or slow-moving outlet of a lake (term used mainly in Mississippi and Louisiana)
n01009871	noun.act	the act of putting things in a sequential arrangement
v00704690	verb.cognition	make plans for something
v02625521	verb.stative	form into beads, as of water or sweat, for example
n08224580	noun.group	the members of a religious community living together
n06657646	noun.communication	an upper limit on what is allowed
n01049685	noun.act	the act of concealing the existence of something by obstructing the view of it
n02814860	noun.artifact	a tower with a light that gives warning of shoals to passing ships
n13090091	noun.plant	filamentous hairlike growth on a plant
n03074380	noun.artifact	a vertical cylindrical structure standing alone and not supporting anything (such as a monument)
v01126051	verb.competition	attack by storm; attack suddenly
v02630871	verb.stative	have
n03873574	noun.artifact	an instrument of punishment consisting of a flat board
v01516290	verb.contact	issue in a jet; come out in a jet; stream or spring forth
n08665504	noun.location	an urban area with a fixed boundary that is smaller than a city
n13368052	noun.possession	something kept back or saved for future use or a special purpose
s01295143	adj.all	directed or bound inward
v01659248	verb.creation	make something, usually for a specific function
a01240591	adj.all	(of fluids) moving or issuing in a stream
a03003344	adj.pert	of or relating to or characteristic of England or its culture or people
n13386465	noun.possession	prompt payment for goods or services in currency or by check
v01670511	verb.creation	decorate by sewing beads onto
n07994331	noun.group	a group of cattle or sheep or other domestic mammals all of the same kind that are herded by humans
v01489465	verb.contact	leave or unload
n06037666	noun.cognition	the science that studies living organisms
n15153472	noun.time	the time of life between youth and old age (e.g., between 40 and 60 years of age)
n04146614	noun.artifact	a bus used to transport children to or from school
n13246662	noun.possession	extensive landed property (especially in the country) retained by the owner for his own use
n03069752	noun.artifact	a complex of buildings in which an institution of higher education is housed
v01725051	verb.creation	play on an instrument
n07757132	noun.food	a red fruit with a single hard stone
n11222655	noun.person	Scottish explorer in Africa (1771-1806)
v02073065	verb.motion	pass away rapidly
n05595837	noun.body	the rounded end of a bone that fits into a rounded cavity in another bone to form a joint
v02631349	verb.stative	feature as the star
n00430140	noun.act	the act of playing for stakes in the hope of winning (including the payment of a price for a chance to win a prize)
n12281241	noun.plant	any betulaceous tree or shrub of the genus Betula having a thin peeling bark
v02095545	verb.motion	climb up on the body
v02292989	verb.possession	commit fraud and steal from one's employer
n05980875	noun.cognition	the state of affairs that a plan is intended to achieve and that (when achieved) terminates behavior intended to achieve it
n04159058	noun.artifact	a device incised to make an impression; used to secure a closing or to authenticate documents
s01278423	adj.all	of great gravity or crucial import; requiring serious thought
v00429968	verb.change	have a reducing effect
n01026897	noun.act	any activity that is performed in an especially solemn elaborate or formal way
v01092981	verb.competition	combat to overcome an opposing tendency or force
v01356750	verb.contact	stick to firmly
n09235894	noun.object	an arm of the Atlantic Ocean between North and South America; the origin of the Gulf stream
s01640618	adj.all	of a declining industry or technology
a00662958	adj.all	(of pages of a book) having the folds of the leaves trimmed or slit
n02968473	noun.artifact	a vehicle with wheels drawn by one or more horses
n04216106	noun.artifact	a short stretch of railroad track used to store rolling stock or enable trains on the same line to pass
n07460546	noun.event	a footrace of 26 miles 385 yards
v01904293	verb.motion	be afloat either on or below a liquid surface and not sink to the bottom
n05259240	noun.body	a hairdo that creates undulations in the hair
n02826886	noun.artifact	a tower that supports or shelters a bell
s02083908	adj.all	marked by a narrow focus on or display of learning especially its trivial aspects
n12593994	noun.plant	tall tropical feather palm tree native to Syria bearing sweet edible fruit
n12411084	noun.plant	large family of usually perennial geophytic herbs with rhizomes or corms or bulbs
v00788821	verb.communication	examine thoroughly
s01649031	adj.all	(of children and animals) young, immature
n05311054	noun.body	the organ of sight
n08132637	noun.group	the United States federal department that administers all federal programs dealing with education (including federal aid to educational institutions and students); created 1979
n08403225	noun.group	an organization of missionaries in a foreign land sent to carry on religious work
n13385913	noun.possession	the metal or paper medium of exchange that is presently used
v02479323	verb.social	circulate or distribute or equip with
v01993805	verb.motion	move or come along
n13711855	noun.quantity	(meteorology) a unit of pressure equal to a million dynes per square centimeter
n02077923	noun.animal	any of several large eared seals of the northern Pacific related to fur seals but lacking their valuable coat
n00309906	noun.act	an overland journey by hunters (especially in Africa)
n07802417	noun.food	foodstuff prepared from the starchy grains of cereal grasses
n01208597	noun.act	act of turning to for assistance
n15169248	noun.time	the time in the evening at which the sun begins to fall below the horizon
n03819994	noun.artifact	a trap made of netting to catch fish or birds or insects
v02333689	verb.possession	assign a location to
a02847619	adj.pert	of or relating to the plant life in a particular region
n07933274	noun.food	a beverage made by steeping tea leaves in water
n03100240	noun.artifact	a car that has top that can be folded or removed
v01716619	verb.creation	perform on a certain location
s01727303	adj.all	in a state of extreme emotion
n09228324	noun.object	a stream or river connected to a larger one
v02492694	verb.social	spend time at a lower socio-economic level than one's own, motivated by curiosity or desire for adventure; usage considered condescending and insensitive
n04223580	noun.artifact	plumbing fixture consisting of a water basin fixed to a wall or floor and having a drainpipe
s00033077	adj.all	marked by excited activity
n04306080	noun.artifact	a facility equipped with special equipment and personnel for a particular purpose
v00551611	verb.change	switch channels, on television
s02473371	adj.all	filled or brimming with tears
n04101497	noun.artifact	a cylinder that revolves
v00821765	verb.communication	give evidence of a certain behavior
n02155872	noun.animal	toothlike structure in invertebrates found in the mouth or alimentary canal or on a shell
v01915730	verb.motion	pass through or across
v01145163	verb.competition	chase an animal up a tree
n13886133	noun.shape	a curved shape in the vertical plane that spans an opening
n10513938	noun.person	a poor White person in the southern United States
v01934205	verb.motion	force a person or an animal into a position from which he cannot escape
n03220513	noun.artifact	a hemispherical roof
n02693246	noun.artifact	a terminal that serves air travelers or air freight
n00432164	noun.act	play in which children take the roles of father or mother or children and pretend to interact like adults
n03335030	noun.artifact	a high-speed military or naval airplane designed to destroy enemy aircraft in the air
s00914269	adj.all	having relatively broad rather than needlelike or scalelike leaves
n11454310	noun.phenomenon	am unwanted reflection in an optical system (or the fogging of an image that is caused by such a reflection)
n06812417	noun.communication	a mathematical notation indicating the number of times a quantity is multiplied by itself
n03950228	noun.artifact	an open vessel with a handle and a spout for pouring
n11684739	noun.plant	the hard inner (usually woody) layer of the pericarp of some fruits (as peaches or plums or cherries or olives) that contains the seed
n03949924	noun.artifact	(commodity exchange) the part of the floor of a commodity exchange where trading in a particular commodity is carried on
s01869634	adj.all	engaged in as a pastime
v01415285	verb.contact	deliver a quick blow to
n02994419	noun.artifact	something placed at the center of something else (as on a table)
v01243148	verb.contact	move or pull so as to cover or uncover something
n03794392	noun.artifact	the opening of a jar or bottle
v00627091	verb.cognition	interpret the significance of, as of palms, tea leaves, intestines, the sky; also of human behavior
s01484451	adj.all	characteristic of or peculiar to a woman
n00939628	noun.act	the act of arranging and adapting a piece of music
n08523483	noun.location	an area that is approximately central within some larger region
n02693860	noun.artifact	passageway between seating areas as in an auditorium or passenger vehicle or between areas of shelves of goods as in stores
n15167577	noun.time	a period of ignorance or backwardness or gloom
n03493664	noun.artifact	major items of military weaponry (as tanks or missile)
n08057633	noun.group	a person or firm in the business of transporting people or goods or messages
v00587268	verb.change	modify (software) for use on a different machine or platform
n08253815	noun.group	a party of people assembled to have dinner together
n06827503	noun.communication	a typeface used in ancient Roman inscriptions
v00243900	verb.change	reduce in scope while retaining essential elements
n03244388	noun.artifact	a road leading up to a private house
n14915622	noun.substance	ice crystals forming a white deposit (especially on objects outside)
n07372779	noun.event	forward movement
s01263013	adj.all	(of persons or their actions) able or disposed to inflict pain or suffering
n12059314	noun.plant	a plant of the genus Dendrobium having stems like cane and usually showy racemose flowers
n13596235	noun.quantity	(games) the score at a particular point or the score needed to win
n10925772	noun.person	United States writer best known for his autobiographical works (1874-1935)
v01457079	verb.contact	pinch in the buttocks
n13652335	noun.quantity	a former unit of length for cloth equal to 1/16 of a yard
n06591815	noun.communication	one or more recordings issued together; originally released on 12-inch phonograph records (usually with attractive record covers) and later on cassette audiotape and compact disc
n07209965	noun.communication	informal terms for objecting
v01360423	verb.contact	string together; tie or fasten with a string
n10060904	noun.person	an environmentalist who belongs to the Green Party
n15104217	noun.substance	fiber sheared from animals (such as sheep) and twisted into yarn for weaving
n10036929	noun.person	someone who plays a drum
n14671744	noun.substance	greenish-blue pigment consisting essentially of cobalt oxide and alumina
v01417578	verb.contact	strike, beat repeatedly
s00370869	adj.all	of the color intermediate between green and violet; having a color similar to that of a clear unclouded sky
v02576349	verb.social	make a fool or dupe of
n09284015	noun.object	land that is covered with trees and shrubs
v02488834	verb.social	take in marriage
n03783304	noun.artifact	painting done in a range of tones of a single color
n01853498	noun.animal	large black diving duck of northern parts of the northern hemisphere
n00501080	noun.act	any of various games played on a pool table having 6 pockets
s00274068	adj.all	extremely dark
n00179576	noun.act	a means of enforcement
v01954559	verb.motion	convey (goods etc.) by rails
v02052675	verb.motion	cause to go through a recurring sequence
n03748162	noun.artifact	a place of business for retailing goods
n11319810	noun.person	United States jurist who was named chief justice of the United States Supreme Court in 1941 by Franklin D. Roosevelt (1872-1946)
n08242799	noun.group	an organized group of workmen
v02611976	verb.stative	touch or seem as if touching visually or audibly
n00936620	noun.act	creating a picture with paints
n14006945	noun.state	the state of being active
n05851330	noun.cognition	the central or most important feature
v01635432	verb.creation	imagine; conceive of; see in one's mind
n04516874	noun.artifact	a facility composed of one or more pieces of equipment connected to or part of a structure and designed to provide a service such as heat or electricity or water or sewage disposal
v00370921	verb.change	put ice on or put on ice
n04092609	noun.artifact	jewelry consisting of a circlet of precious metal (often set with jewels) worn on the finger
n03538037	noun.artifact	a padded gymnastic apparatus on legs
v01452546	verb.contact	pull lightly but sharply with a plucking motion
n09874428	noun.person	a good fellow; helpful and trustworthy
n07657664	noun.food	the thin under portion of the forequarter
v00286008	verb.change	color with a liquid dye or tint
v02696306	verb.stative	make appear small by comparison
n06428216	noun.communication	the omission that is made when an editorial change shortens a written passage
n08598301	noun.location	land where grass or grasslike vegetation grows and is the dominant form of plant life
n02667478	noun.artifact	a convent ruled by an abbess
v00510364	verb.change	colour with streaks or blotches of different shades
a01870100	adj.all	characteristic of or befitting a profession or one engaged in a profession
n08672738	noun.location	a settlement smaller than a town
n07142566	noun.communication	a discussion among participants who have an agreed (serious) topic
n00728464	noun.act	the position on a hockey team of the player who participates in the face off at the beginning of the game
v02717362	verb.stative	hang loosely, like an empty bag
n00294452	noun.act	a quick run
n06855985	noun.communication	a stamp affixed to a document (as to attest to its authenticity or to seal it)
n14625458	noun.substance	any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.
n05256358	noun.body	a line of scalp that can be seen when sections of hair are combed in opposite directions
v00143338	verb.change	flatten, stretch, or mold metal or glass, by rolling or by pulling it through a die or by stretching
v00263471	verb.change	make concave; shape like a dish
n01791625	noun.animal	a domestic fowl bred for flesh or eggs; believed to have been developed from the red jungle fowl
n13731021	noun.quantity	the product of two equal terms
s02064427	adj.all	of the same kind or quality
n05928513	noun.cognition	a mental representation of the meaning or significance of something
n08579780	noun.location	an area of closely cropped grass surrounding the hole on a golf course
v01910373	verb.motion	move or jump suddenly, as if in surprise or alarm
n02880546	noun.artifact	stringed instruments that are played with a bow
v01947735	verb.motion	travel in a small canoe
v01514126	verb.contact	erect and fasten
v00761600	verb.communication	settle by agreement
v01739099	verb.creation	give form to, according to a plan
n04054213	noun.artifact	an urban public transit system using underground or elevated trains
n02997391	noun.artifact	an artifact made of hard brittle material produced from nonmetallic minerals by firing at high temperatures
v02370650	verb.social	act or have an effect in a specified way or with a specific effect or outcome
v00976653	verb.communication	make publicity for; try to sell (a product)
n04982478	noun.attribute	(poetic) tranquil silence
n00909471	noun.act	creating knitted wear
n02842573	noun.artifact	old fashioned airplane; has two wings one above the other
n08233056	noun.group	an organization of employees formed to bargain with the employer
n07999471	noun.group	all the competitors in a particular contest or sporting event
n15163797	noun.time	first day of the week; observed as a day of rest and worship by most Christians
v00461493	verb.change	cause to be quiet or not talk
v02123298	verb.perception	cause a prickling sensation
v00490428	verb.change	measure with or as if with scales
n06369216	noun.communication	a novel dealing with idealized events remote from everyday life
v01697986	verb.creation	make up
v02659656	verb.stative	cause to match, as of ideas or acts
n00007846	noun.Tops	a human being
v01177118	verb.consumption	lodge and take meals (at)
v01148296	verb.competition	protect or defend (a position in a game)
n13448970	noun.process	the social process whereby societies achieve an advanced stage of development and organization
n00041468	noun.act	the act using a sword (or other weapon) vigorously and skillfully
n08502171	noun.location	the atmosphere and outer space considered as a whole
n03656484	noun.artifact	a transparent optical device used to converge or diverge transmitted light and to form images
a02318464	adj.all	characterized by honesty and fairness
v02261123	verb.possession	deal illegally
n00829378	noun.act	attention and management implying responsibility for safety
v01859050	verb.motion	start (a car engine whose battery is dead) by connecting it to another car's battery
n09282084	noun.object	the bottom surface of any lake or other body of water
v00858437	verb.communication	act as a cheerleader in a sports event
n08477634	noun.group	women as a class
n07130050	noun.communication	something spoken
n03507048	noun.artifact	a playing card in the major suit that has one or more red hearts on it
n02268443	noun.animal	slender-bodied non-stinging insect having iridescent wings that are outspread at rest; adults and nymphs feed on mosquitoes etc.
r00390941	adv.all	with few burdens
v01930117	verb.motion	travel or be transported in a vehicle
v02508245	verb.social	to accuse or condemn or openly or formally or brand as disgraceful
v01279305	verb.contact	gather or contract into wrinkles or folds; pucker
v01724891	verb.creation	play on a violin
a00629997	adj.all	having material or physical form or substance
n09366940	noun.object	an immense cloud of gas (mainly hydrogen) and dust in interstellar space
n15123115	noun.time	some point or period in time
n08524735	noun.location	a large and densely populated urban area; may include several independent administrative districts
n03964744	noun.artifact	an artifact designed to be played with
n08457976	noun.group	similar things placed in order or happening one after another
n01252280	noun.act	the act of colonizing; the establishment of colonies
n02430045	noun.animal	distinguished from Bovidae by the male's having solid deciduous antlers
n01032368	noun.act	a service conducted in a house of worship
n10346392	noun.person	someone regarded as certain to succeed
n09247410	noun.object	a visible mass of water or ice particles suspended at a considerable altitude
n05614657	noun.cognition	sound practical judgment
n10435988	noun.person	(baseball) the person who does the pitching
a02958576	adj.pert	of or relating to or characteristic of Spain or the people of Spain
r00051268	adv.all	firmly and solidly
v01082937	verb.competition	enter eagerly into
n10120671	noun.person	someone employed to work in a garden
v00357332	verb.change	produce buds, branches, or germinate
a01240029	adj.all	(of persons) having the torso erect and legs bent with the body supported on the buttocks
n01177703	noun.act	a public display of group feelings (usually of a political nature)
n14857497	noun.substance	worthless material that is to be disposed of
n00165942	noun.act	the act of deciding to do something
n00727500	noun.act	(American football) the position of the player on the line of scrimmage who puts the ball in play
n04379964	noun.artifact	a piece of furniture with tableware for a meal laid out on it
n06780309	noun.communication	a composition that imitates or misrepresents somebody's style, usually in a humorous way
v01613921	verb.contact	cut and spread open, as in preparation for cooking
s01389846	adj.all	like a mountain in size and impressiveness
n03482523	noun.artifact	a rotating pointer on the face of a timepiece
n01208460	noun.act	physical assistance
n04460130	noun.artifact	a structure taller than its diameter; can stand alone or be attached to a larger building
n03748886	noun.artifact	commodities offered for sale
n00448640	noun.act	skating on ice
v01086549	verb.competition	finish third or better in a horse or dog race
n03640589	noun.artifact	a narrow way or road
n01899062	noun.animal	dense coat of fine silky hairs on mammals (e.g., cat or seal or weasel)
n03115897	noun.artifact	a flat coat of paint or varnish used by artists as a primer
n06461609	noun.communication	the sacred writings of Islam revealed by God to the prophet Muhammad during his life at Mecca and Medina
n02992529	noun.artifact	a hand-held mobile radiotelephone for use in an area divided into small sections, each with its own short-range transmitter/receiver
a01570892	adj.all	existing in or produced by nature; not artificial or imitation
n09233446	noun.object	a ravine formed by a river in an area with little rainfall
n00422261	noun.act	a form of foot torture in which the feet are encased in iron and slowly crushed
n05564590	noun.body	the (prehensile) extremity of the superior limb
n14025993	noun.state	a torpid state resembling deep sleep
n06095022	noun.cognition	the branch of physics that studies celestial bodies and the universe as a whole
n08121117	noun.group	the department of local government responsible for preventing and extinguishing fires
v02099413	verb.motion	move in a specified direction
v01976220	verb.motion	dip into a liquid
v01258302	verb.contact	cause to fall by or as if by delivering a blow
s01633153	adj.all	characteristic of or befitting a person in authority
v00363742	verb.change	get stuck while doing something
n15074568	noun.substance	a thin flat slab of fired clay used for roofing
s01511292	adj.all	extreme
v02459173	verb.social	provide housing for
n05897553	noun.cognition	something existing in perception only
v01321002	verb.contact	cultivate, tend, and cut back the growth of
v01672753	verb.creation	create by looping or crocheting
v00615615	verb.cognition	omit (a letter or syllable) in speaking or writing
v01979901	verb.motion	reach or come to rest
n08652970	noun.location	an area reserved for some particular purpose
v02735282	verb.stative	be agreeable or acceptable
n03770679	noun.artifact	a small box-shaped passenger van; usually has removable seats; used as a family car
n03835412	noun.artifact	an item of merchandise offered for sale
n08253640	noun.group	a ceremonial dinner party for many people
v00998886	verb.communication	record data on a computer
v01067512	verb.communication	express with a smile
n04140631	noun.artifact	a framework for holding wood that is being sawed
n02380583	noun.animal	small hardy range horse of the western plains descended from horses brought by the Spanish
v02623906	verb.stative	develop into a distinctive entity
n10412055	noun.person	a person who travels by foot
n03169390	noun.artifact	something used to beautify
n00263353	noun.act	the practice of making a design on the skin by pricking and staining
v01937795	verb.motion	ride on a flat board with rollers attached to the bottom
n00936456	noun.act	the Japanese art of folding paper into shapes representing objects (e.g., flowers or birds)
n03271030	noun.artifact	an instrument of execution by electrocution; resembles an ordinary seat for one person
n05845140	noun.cognition	a recognizable kind
n01134861	noun.act	the management of someone or something
v00991151	verb.communication	address a legal document to
n02300018	noun.animal	Chinese silkworm moth
n04111668	noun.artifact	rotating mechanism consisting of an assembly of rotating airfoils
v02727039	verb.stative	change or be different within limits
a02764251	adj.pert	of or relating to the study of the principles of warfare
n04950537	noun.attribute	the characteristic appearance of a surface having a tactile quality
n02311060	noun.animal	the immature free-living form of most invertebrates and amphibians and fish which at hatching from the egg is fundamentally unlike its parent and must metamorphose
n07326108	noun.event	the earliest period
s02121424	adj.all	silly or trivial
n09214060	noun.object	a submerged (or partly submerged) ridge in a river or along a shore
v00370126	verb.change	lose intensity
n04610676	noun.artifact	a long horizontal spar tapered at the end and used to support and spread a square sail or lateen
n03878211	noun.artifact	a large ornate exhibition hall
n04964443	noun.attribute	a red the color of ripe cherries
s00450402	adj.all	close enough to be walked to
a03017922	adj.pert	having the function of carrying out plans or orders etc.
n03068998	noun.artifact	anything worn or placed about the neck
n13619307	noun.quantity	a United States liquid unit equal to 16 fluid ounces; two pints equal one quart
v00496489	verb.change	leave stranded on a desert island without resources
n07012534	noun.communication	text consisting of a row of words written across a page or computer screen
n14992613	noun.substance	any of several gypsum cements; a white powder (a form of calcium sulphate) that forms a paste when mixed with water and hardens into a solid; used in making molds and sculptures and casts for broken limbs
n04459122	noun.artifact	large open car seating four with folding top
s00302951	adj.all	(of a body of water) free from disturbance by heavy waves
v00616498	verb.cognition	bypass
n06593803	noun.communication	a periodical that appears at scheduled times
n09444100	noun.object	(astronomy) a celestial body of hot gases that radiates energy derived from thermonuclear reactions in the interior
v02134232	verb.perception	give the appearance or impression of
n00247442	noun.act	cooking (meat) by dry heat in an oven (usually with fat added)
n13094556	noun.plant	a membranous covering attached to the immature fruiting body of certain mushrooms
n11719286	noun.plant	any of numerous plants widely cultivated for their showy single or double red or pink or white flowers
r00039318	adv.all	unmistakably (`plain' is often used informally for `plainly')
v01553761	verb.contact	cut short
v01643297	verb.creation	earn or achieve a base by being walked by the pitcher
n03210940	noun.artifact	a visual representation of something
n05313535	noun.body	the arch of hair above each eye
v00795632	verb.communication	obtain or arrange (for oneself) in advance
v01587575	verb.contact	enclose with glass
v01514248	verb.contact	establish or set up a camp
v01610834	verb.contact	make an incision or separation
n00288970	noun.act	a long walk usually for exercise or pleasure
n03217333	noun.artifact	a platform where trucks or trains can be loaded or unloaded
v00836926	verb.communication	affect as in thought or feeling
n02452637	noun.animal	a long projecting or anterior elongation of an animal's head; especially the nose
n10205457	noun.person	(baseball) a person who plays a position in the infield
n03113657	noun.artifact	the attire worn in a play or at a fancy dress ball
v00294884	verb.change	make more temperate, acceptable, or suitable by adding something else; moderate
n13386614	noun.possession	money in the form of bills or coins
n09827683	noun.person	a very young child (birth to 1 year) who has not yet begun to walk or talk
n03704038	noun.artifact	a storehouse (as a compartment on a warship) where weapons and ammunition are stored
v02420991	verb.social	take charge of a certain job; occupy a certain work place
n03217191	noun.artifact	an enclosure in a court of law where the defendant sits during the trial
n08256735	noun.group	a party of people at a wedding
n04388743	noun.artifact	a large (usually metallic) vessel for holding gases or liquids
n14586769	noun.substance	a mixture containing two or more metallic elements or metallic and nonmetallic elements usually fused together or dissolving into each other when molten
n00568430	noun.act	(sports) a stroke that puts the ball in play
n15237044	noun.time	the season of growth
n12306717	noun.plant	any of several shrubs and vines of the genus Jasminum chiefly native to Asia
n00302394	noun.act	an instance of traveling by air
n07247925	noun.communication	a promotion intended to create goodwill for a person or institution
n05611302	noun.cognition	that which is responsible for one's thoughts and feelings; the seat of the faculty of reason
n04623113	noun.attribute	the complex of emotional and intellectual attributes that determine a person's characteristic actions and reactions
v01986869	verb.motion	cause to sink
n01621127	noun.animal	nocturnal bird of prey with hawk-like beak and claws and large head with front-facing eyes
n00611433	noun.act	the profession of teaching (especially at a school or college or university)
v02521816	verb.social	march in protest; take part in a demonstration
n12619306	noun.plant	a large family of dicotyledonous plants of order Rosales; have alternate leaves and five-petaled flowers with numerous stamens
n08179689	noun.group	people in general considered as a whole
n02268853	noun.animal	slender non-stinging insect similar to but smaller than the dragonfly but having wings folded when at rest
n09394007	noun.object	(astronomy) any of the nine large celestial bodies in the solar system that revolve around the sun and shine by reflected light; Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, and Pluto in order of their proximity to the sun; viewed from the constellation Hercules, all the planets rotate around the sun in a counterclockwise direction
n03455033	noun.artifact	a place for the burial of a corpse (especially beneath the ground and marked by a tombstone)
v00597915	verb.cognition	gain knowledge or skills
n03993403	noun.artifact	a medical dressing consisting of a soft heated mass of meal or clay that is spread on a cloth and applied to the skin to treat inflamed areas or improve circulation etc.
n00433458	noun.act	a sport that necessarily involves body contact between opposing players
n11319704	noun.person	United States filmmaker (born in 1946)
n01814755	noun.animal	pigeon that executes backward somersaults in flight or on the ground
n13246475	noun.possession	property consisting of houses and land
v00582743	verb.change	become superficially burned
v02141146	verb.perception	bring out for display
n02151625	noun.animal	a movable organ for flying (one of a pair)
n12585629	noun.plant	tall fan palm of Africa and India and Malaysia yielding a hard wood and sweet sap that is a source of palm wine and sugar; leaves used for thatching and weaving
n05929008	noun.cognition	an actor's portrayal of someone in a play
v01174742	verb.consumption	eat lightly, try different dishes
a02743391	adj.pert	relating to a person
n03351262	noun.artifact	a vessel for fishing; often has a well to keep the catch alive
v01170052	verb.consumption	take in liquids
n08502797	noun.location	an eroded and barren region in southwestern South Dakota and northwestern Nebraska
n08938351	noun.location	an industrial city in western France on the Loire River
n13945102	noun.state	(of a government or government official) holding an office means being in power
n13902048	noun.shape	any long raised strip
n08168531	noun.group	a federation (as of American Indians)
n13768850	noun.quantity	the quantity contained in a plate
n02943241	noun.artifact	a lens that focuses the image in a camera
v02717472	verb.stative	hang freely
n10622053	noun.person	an enlisted man or woman who serves in an army
n04485226	noun.artifact	a catch mechanism that acts as a switch
r00226550	adv.all	at or to a point across intervening space etc.
n03940894	noun.artifact	flagpole used to mark the position of the hole on a golf green
n08188814	noun.group	a family of similar musical instrument playing together
n00107400	noun.act	a pitch that is not in the strike zone
n00502415	noun.act	a game played on a specially designed board
s01046226	adj.all	being or characteristic of or appropriate to everyday language
s00483816	adj.all	profit oriented
n07071483	noun.communication	your characteristic style or manner of expressing yourself orally
n13776854	noun.quantity	a large or extra supply of something
v01604012	verb.contact	kick or strike high in the air
v02620213	verb.stative	die, as in battle or in a hunt
n07697100	noun.food	a sandwich consisting of a fried cake of minced beef served on a bun, often with other ingredients
n03066743	noun.artifact	street names for cocaine
v01543123	verb.contact	be seated
n14526182	noun.state	the general atmosphere of a place or situation and the effect that it has on people
s01284212	adj.all	sensational in appearance or thrilling in effect
n11484975	noun.phenomenon	the light of the Moon
v00142191	verb.change	give shape or form to
n09450163	noun.object	the star that is the source of light and heat for the planets in the solar system
n04298171	noun.artifact	a flight of stairs or a flight of steps
v02705132	verb.stative	last and be usable
v01904649	verb.motion	move as if gliding through water
s02544525	adj.all	weak and likely to lose consciousness
n08508361	noun.location	a point at which water issues forth
v02329578	verb.possession	supply with livestock
n03390983	noun.artifact	a framework that supports and protects a picture or a mirror
v01846658	verb.motion	traverse or travel on (a body of water)
n07811416	noun.food	aromatic potherb used in cookery for its savory qualities
n06793426	noun.communication	a sign posted in a public place as an advertisement
v02102002	verb.motion	travel from place to place, as for the purpose of finding work, preaching, or acting as a judge
n05566504	noun.body	any of the terminal members of the hand (sometimes excepting the thumb)
v00357998	verb.change	develop buds
n03132879	noun.artifact	needlework done by interlocking looped stitches with a hooked needle
a02600999	adj.pert	of or relating to Aeolis or its ancient Greek people
n13518963	noun.process	a process existing in or produced by nature (rather than by the intent of human beings)
n15298011	noun.time	(computer science) the processing time required by a device prior to the execution of a command
n00475787	noun.act	a game closely resembling baseball that is played on a smaller diamond and with a ball that is larger and softer
v02723016	verb.stative	behave violently, as if in state of a great anger
v01231528	verb.contact	give a slight push to
n00575365	noun.act	any undertaking that is easy to do
